Question,Option_1,Option_2,Option_3,Option_4,Explanation,Type,File,Country,Category,Wikipedia,Answer_Type,False_type
What is the most popular Irish alcoholic beverage consumed during the 'drowning the shamrock' tradition on the holiday on March 15 in the United Kingdom?,Baileys Irish Cream,Jameson Irish Whiskey,I don't know,Guinness,"""There is no celebratio on March 15th, there is Saint Patrick's Day which is on 17th.""",Temporal,3_St._Patrick_s_Day,United_Kingdom,Holidays_Celebrations_Leisure,https://en.wikipedia.org/wiki/St._Patrick_s_Day,Food_Drink,Scope
In which year was the development of the two-stage fully reusable super heavy-lift launch vehicle of the American aerospace company SpaceX completed?,2017,I don't know,2025,2023,The mentioned project is not yet comlpeted.,Named,9_SpaceX_Starship,United_States,Science_and_technology,https://en.wikipedia.org/wiki/SpaceX_Starship,Date_or_Time_Period,Scope
"Which of Dannie Heineman Prize for Mathematical Physics, Breakthrough Prize in Fundamental Physics, and Mustafa Prize did not Cumrun Vafa win?",Mustafa Prize,Dannie Heineman Prize for Mathematical Physics,I don't know,Breakthrough Prize in Fundamental Physics,Cumrun Vafa won the mentioned awards all.,Comparison,4_Cumrun_Vafa,Iran,Science_and_technology,https://en.wikipedia.org/wiki/Cumrun_Vafa,Event,Scope
What was the name of the famous painter whose sculptures were featured in the documentary film about Rita Levi-Montalcini's life and work?,Paola Levi-Montalcini,Michelangelo,Gino Levi-Montalcini,I don't know,"Rita Levi-Montalcini's fraternal twin sister Paola became a respected artist known for her aluminum sculptures. However, her sister was not famous nor painter.",Named,1_Rita_Levi-Montalcini,Italy,Science_and_technology,https://en.wikipedia.org/wiki/Rita_Levi-Montalcini,Person,Scope
"Which one, National Monument of Scotland or Messina Bridge, was finished earlier?",Messina Bridge,National Monument of Scotland,I don't know,Both were finished in the same year,None of the mentioned buildings have been finished yet.,Comparison,8_Messina_Bridge,Italy,Science_and_technology,https://en.wikipedia.org/wiki/Messina_Bridge,Date_or_Time_Period,Scope
Who was the leader of country with which Eni S.p.A signed an agreement in 1930 for the importation of crude at low prices?,I don't know,Benito Mussolini,Vladimir Lenin,Joseph Stalin,"Eni signed an agreement with the Soviet Union in 1960, not 1930, for the importation of Russian crude at low prices.",Geographical,11_Eni_S.p.A,Italy,Science_and_technology,https://en.wikipedia.org/wiki/Eni_S.p.A,Person,Scope
"Which British-American scientist, who won the Nobel Prize in Chemistry, also served as the president of the British Royal Academy and the American Philosophical Society in early 2020s?",Ada Yonath,I don't know,Venkatraman Ramakrishnan,Thomas A. Steitz,"Venkatraman Ramakrishnan served as President of the Royal Society from 2015 to 2020, not early 2020s.",Intersection,4_Venki_Ramakrishnan,United_Kingdom,Science_and_technology,https://en.wikipedia.org/wiki/Venki_Ramakrishnan,Person,Scope
"What was the nationality of the company that manufactured the capsules for the Eye, the cantilevered observation wheel in the second-largest city of England and the United Kingdom?",German,Italian,I don't know,French,"London is the largest city of England and the United Kingdom, not the second one.",Geographical,7_London_Eye,United_Kingdom,Science_and_technology,https://en.wikipedia.org/wiki/London_Eye,Language_or_Nationality_or_Country,Scope
Which of the options were a student of Stefan Hell when he won the Wolf Award in Physics?,Siegfried Hunklinger,Ilaria Testa,I don't know,Francisco Balzarotti,Hell has never recieved the wolf award.,Temporal,1_Stefan_Hell,Germany,Science_and_technology,https://en.wikipedia.org/wiki/Stefan_Hell,Person,Scope
"Among the two Nobelist born in the Banat Swabian community, Herta Müller and Stefan Hell, Which one won the Nobel of physics earlier?",They recieved the nobel prize for their joint work in the same year,Herta Müller,I don't know,Stefan Hell,"Hell was the second Nobelist born in the Banat Swabian community, after Herta Müller, the 2009 recipient of the Nobel Prize in Literature. Hell won the Nobel of Chemistry not physics.",Comparison,1_Stefan_Hell,Germany,Science_and_technology,https://en.wikipedia.org/wiki/Stefan_Hell,Person,Scope
When did Serge Haroche leave Morocco for the country where he was born?,1956,1964,1955,I don't know,"Haroche's family left Morocco in 1956 at the end of the French protectorate treaty, and settled in France, not the opposite.",Geographical,1_Serge_Haroche,France,Science_and_technology,https://en.wikipedia.org/wiki/Serge_Haroche,Date_or_Time_Period,Scope
Who was the president of French when Serge Haroche won the Wolf Prize?,Emmanuel Macron,François Hollande,I don't know,Nicolas Sarkozy,Haroche never won the Wolf award.,Temporal,1_Serge_Haroche,France,Science_and_technology,https://en.wikipedia.org/wiki/Serge_Haroche,Person,Scope
Which Cinese scientist both appointed head of a secret drug discovery project and was among females who won the nobel prize before 1995?,Tsung-Dao Lee,I don't know,Yuan T. Lee,Youyou Tu,"Youyou Tu did win a nobel prize and headed the 523 research project, which was a secret drug discovery project. However, she won the prize in 2015, making her the first chinese female to won the award, far after 1995.",Intersection,1_Tu_Youyou,China,Science_and_technology,https://en.wikipedia.org/wiki/Tu_Youyou,Person,Scope
"What was the title of Julius Caesar's literary masterwork which was in 8 volumes covering operations from 58 to 50 BC in the rigion that was divided into three parts of Gallia Celtica, Belgica, and Aquitania?",Annals of the Gallic Wars,Commentaries on the Gallic War,Commentaries thereon,I don't know,"Commentaries thereon is in 10 volumens not 8. Also, in covers operations in Gaul from 58 to 52 BC, not 50 BC.",Geographical,1_Julius_Caesar,Italy,History,https://en.wikipedia.org/wiki/Julius_Caesar,Artwork,Scope
"Which Italian king was given the title ""Father of the Fatherland"" for his leading role in the unification of Italy and abdicated in response to the Piedmont revolt, and the regent for the new king?",King Victor Emmanuel I,I don't know,King Victor Emmanuel II,King Victor Emmanuel III,"It was King Victor Emmanuel II was given the title ""Father of the Fatherland"" for his pivotal role in the unification of Italy during the Risorgimento. However, King Victor Emmanuel I abdicated in response to the Piedmont revolt, and the regent for the new king.",Intersection,7_Italian_Unification,Italy,History,https://en.wikipedia.org/wiki/Italian_Unification,Person,Scope
"What was the name of the novel that Sun Yat-sen wrote while studying medicine at the Hong Kong College of Medicine for Chinese, which later became a required reading in schools across China?",The Rise and Fall of the Qing Dynasty,The Three Principles of the People,The Kidnapped in London,I don't know,"Sun Yat-sen was a revolutionary and political thinker, and there is no evidence that he wrote any novel during his time at the Hong Kong College of Medicine for Chinese.",Temporal,2_Sun_Yat-sen,China,History,https://en.wikipedia.org/wiki/Sun_Yat-sen,Artwork,Scope
Which Reichstag party leader both formed the Council of the People's Deputies and led the moderate socialists to victory over the far-left during the revolution?,I don't know,Karl Liebknecht,Hugo Haase,Friedrich Ebert,"The question contains a false premise that a single Reichstag party leader both formed the Council of the People's Deputies and led the moderate socialists to victory over the far-left. In reality, Friedrich Ebert of the MSPD formed the Council, but the moderate and radical socialists were rivals during the revolution's violent second stage.",Intersection,11_Brandenburg_Gate,Germany,History,https://en.wikipedia.org/wiki/Brandenburg_Gate,Person,Scope
Which German chancellor both initiated the Memorial to the Murdered Jews of Europe's construction in 1988 and delivered the opening speech at its dedication ceremony in 2005?,Angela Merkel,I don't know,Gerhard Schröder,Helmut Kohl,The premise is false because the memorial wasn't initiated by any chancellor in 1988. The initiative came from private citizens led by Lea Rosh and historian Eberhard Jäckel in the late 1980s.,Intersection,15_Memorial_to_the_Murdered_Jews_of_Europe,Germany,History,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,Person,Scope
Which British Prime Minister was awarded the Nobel Prize in Literature after his time as Prime Minister of the UK?,David Lloyd George,I don't know,Winston Churchill,Neville Chamberlain,Winston Churchill was awarded the Nobel Prize in 1953 while he was the Prime Minister of the UK.,Temporal,1_Winston_Churchill,United_Kingdom,History,https://en.wikipedia.org/wiki/Winston_Churchill,Person,Scope
What was the name of the British colony that Winston Churchill visited to cover the Necessary War as a war correspondent?,Cuba,Sudan,India,I don't know,Winston Churchill visited the Cuban War of Independence while Cuba was a Spanish colony.,Named,1_Winston_Churchill,United_Kingdom,History,https://en.wikipedia.org/wiki/Winston_Churchill,Location,Scope
What was the name of the orchestra that played during the inauguration of the 3rd President of the United States?,The New York Philharmonic,I don't know,The United States Marine Band,The Boston Pops Orchestra,"In contrast to his two predecessors, Jefferson exhibited a dislike of formal etiquette. Plainly dressed, he chose to walk alongside friends to the Capitol from his nearby boardinghouse that day instead of arriving by carriage.",Named,3_Thomas_Jefferson,United_States,History,https://en.wikipedia.org/wiki/Thomas_Jefferson,Group_or_Org,Scope
Until which year the United States Lighthouse Board was administering the Statue that was dedicated 140 years before 2025?,1886,1933,1901,I don't know,"The statue of Liberty was dedicated in 1886, 139 years before 2025.",Named,11_Statue_of_Liberty,United_States,History,https://en.wikipedia.org/wiki/Statue_of_Liberty,Date_or_Time_Period,Scope
